,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
1190,2019 Hyundai Elite i20,Automatic,1.2 SPORTS PLUS VTVT CVT Automatic,"33,068 km",2nd Owner,Petrol,Bengaluru,"₹8,49,099"
1191,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"59,682 km",1st Owner,Diesel,Bengaluru,"₹4,57,999"
1192,2013 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"17,410 km",2nd Owner,Petrol,Bengaluru,"₹3,29,499"
1193,2011 Hyundai i20,Manual,SPORTZ 1.2 O Manual,"1,13,574 km",1st Owner,Diesel,Bengaluru,"₹4,93,299"
1194,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"92,769 km",1st Owner,Diesel,Bengaluru,"₹4,40,499"
1195,2015 Maruti Alto 800,Manual,LXI Manual,"40,109 km",1st Owner,Petrol,Bengaluru,"₹4,91,199"
1196,2019 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"50,083 km",1st Owner,Petrol,Bengaluru,"₹3,05,499"
1197,2018 Maruti Dzire,Manual,VXI Manual,"65,028 km",1st Owner,Petrol,Bengaluru,"₹2,67,799"
1198,2017 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"49,059 km",1st Owner,Diesel,Bengaluru,"₹3,09,599"
1199,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"49,515 km",1st Owner,Petrol,Bengaluru,"₹3,55,799"
1200,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"18,757 km",1st Owner,Petrol,Bengaluru,"₹3,76,699"
1201,2013 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"33,277 km",1st Owner,Petrol,Bengaluru,"₹5,31,699"
1202,2020 Maruti Alto,Manual,LXI Manual,"93,289 km",2nd Owner,Diesel,Bengaluru,"₹2,88,799"
1203,2019 KIA SELTOS,Manual,HTX+ MT 1.5 DIESEL Manual,"60,152 km",1st Owner,Petrol + LPG,Bengaluru,"₹3,92,399"
1204,2018 Toyota YARIS,Manual,V MT Manual,"87,810 km",2nd Owner,Diesel,Bengaluru,"₹3,92,999"
1205,2018 Toyota YARIS,Manual,V CVT Manual,"49,846 km",1st Owner,Petrol,Bengaluru,"₹12,26,599"
1206,2018 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"14,912 km",3rd Owner,Petrol,Bengaluru,"₹7,95,199"
1207,2013 Hyundai i20,Manual,MAGNA O 1.2 Manual,"79,991 km",1st Owner,Petrol,Bengaluru,"₹3,32,699"
1208,2009 Hyundai i10,Manual,MAGNA 1.2 Manual,"36,329 km",1st Owner,Petrol,Bengaluru,"₹6,02,899"
1209,2019 Ford FREESTYLE,Manual,TITANIUM 1.2 TI-VCT MT Manual,"27,247 km",1st Owner,Petrol,Bengaluru,"₹3,71,099"
1210,2020 KIA SELTOS,Manual,HTX+ MT 1.5 DIESEL Manual,"4,053 km",1st Owner,Petrol,Bengaluru,"₹6,32,999"
1211,2017 Renault Kwid,Manual,RXT 1.0 EASY-R AT Manual,"24,084 km",1st Owner,Petrol,Bengaluru,"₹3,88,399"
1212,2018 Volkswagen Polo,Manual,COMFORTLINE 1.0 PETROL Manual,"38,034 km",1st Owner,Petrol,Bengaluru,"₹4,65,099"
1213,2019 Volkswagen Polo,Manual,HIGH LINE PLUS Black & White Edition Manual,"66,702 km",5th Owner,Petrol,Bengaluru,"₹4,91,799"
1214,2009 Hyundai i10,Manual,SPORTZ 1.2 Manual,"6,081 km",1st Owner,Petrol,Bengaluru,"₹3,33,599"
1215,2018 Datsun Redi Go,Manual,1.0 S AT Manual,"46,146 km",2nd Owner,Petrol,Bengaluru,"₹3,10,399"
1216,2014 Maruti Celerio,Automatic,VXI AMT Automatic,"51,371 km",1st Owner,Petrol,Bengaluru,"₹3,23,299"
1217,2015 Datsun Go,Manual,T Manual,"21,352 km",1st Owner,Petrol,Bengaluru,"₹4,81,599"
1218,2017 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"41,590 km",2nd Owner,Petrol,Bengaluru,"₹5,15,599"
1219,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"53,103 km",1st Owner,Petrol,Bengaluru,"₹4,24,299"
1220,2021 Tata Tiago,Manual,XZ+ 1.2 Revotron Manual,"74,913 km",1st Owner,Petrol,Bengaluru,"₹5,80,399"
1221,2018 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"78,438 km",2nd Owner,Diesel,Bengaluru,"₹4,23,999"
1222,2013 Hyundai i10,Manual,MAGNA 1.2 KAPPA2 Manual,945 km,1st Owner,Petrol,Bengaluru,"₹6,27,199"
1223,2019 MG HECTOR,Manual,SHARP 2.0 DIESEL Manual,"25,322 km",1st Owner,Diesel,Bengaluru,"₹2,56,099"
1224,2019 MG HECTOR,Manual,SHARP 2.0 DIESEL Manual,"16,240 km",1st Owner,Petrol,Bengaluru,"₹2,83,799"
1225,2015 Tata Nano,Automatic,TWIST XTA Automatic,"58,923 km",1st Owner,Petrol,Bengaluru,"₹6,33,499"
1226,2009 Hyundai i10,Automatic,MAGNA 1.2 AT Automatic,"35,083 km",1st Owner,Petrol,Bengaluru,"₹6,36,299"
1227,2018 Maruti Dzire,Manual,VXI Manual,"55,983 km",1st Owner,Petrol,Bengaluru,"₹6,37,899"
1228,2018 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"51,265 km",1st Owner,Petrol,Bengaluru,"₹6,39,999"
1229,2010 Hyundai i20,Manual,MAGNA O 1.2 Manual,"14,523 km",1st Owner,Petrol,Bengaluru,"₹6,66,399"
1230,2016 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"44,482 km",1st Owner,Diesel,Bengaluru,"₹6,07,499"
1231,2019 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"14,005 km",1st Owner,Petrol,Bengaluru,"₹5,20,399"
1232,2018 Maruti Swift,Manual,VDI Manual,"30,201 km",1st Owner,Petrol,Bengaluru,"₹6,46,699"
1233,2017 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"23,165 km",1st Owner,Petrol,Bengaluru,"₹9,32,099"
1234,2018 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"65,327 km",3rd Owner,Petrol,Bengaluru,"₹6,62,799"
1235,2020 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"27,052 km",2nd Owner,Petrol,Bengaluru,"₹2,95,199"
1236,2015 Maruti Swift,Manual,VXI Manual,"1,51,466 km",1st Owner,Petrol,Bengaluru,"₹7,00,699"
1237,2011 Hyundai Santro Xing,Manual,GL PLUS Manual,"30,777 km",1st Owner,Petrol,Bengaluru,"₹5,96,199"
1238,2012 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"1,00,703 km",1st Owner,Diesel,Bengaluru,"₹7,16,599"
1239,2014 Maruti Swift,Manual,VXI Manual,"29,794 km",2nd Owner,Petrol,Bengaluru,"₹5,89,999"
1240,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"6,217 km",1st Owner,Petrol,Bengaluru,"₹6,41,499"
1241,2015 Maruti Swift,Manual,VDI ABS Manual,"20,398 km",1st Owner,Petrol,Bengaluru,"₹4,95,999"
1242,2011 Maruti Swift,Manual,VDI Manual,"93,122 km",1st Owner,Petrol,Bengaluru,"₹5,93,499"
1243,2015 Honda Brio,Manual,1.2 VX MT I VTEC Manual,"12,138 km",1st Owner,Diesel,Bengaluru,"₹2,14,499"
1244,2017 Maruti Swift,Manual,VXI OPT Manual,"10,828 km",1st Owner,Diesel,Bengaluru,"₹5,33,999"
1245,2015 Honda Brio,Manual,1.2 S MT I VTEC Manual,"51,465 km",1st Owner,Petrol,Bengaluru,"₹3,20,099"
1246,2015 Maruti Swift,Manual,VXI Manual,"27,005 km",1st Owner,Petrol,Bengaluru,"₹6,60,499"
1247,2013 Maruti Swift,Manual,VXI Manual,"17,252 km",1st Owner,Petrol,Bengaluru,"₹5,91,699"
1248,2015 Honda Brio,Manual,1.2 S MT I VTEC Manual,"34,129 km",1st Owner,Petrol,Bengaluru,"₹3,26,799"
1249,2018 Honda Jazz,Automatic,1.2 V AT Automatic,"10,02,408 km",2nd Owner,Petrol,Bengaluru,"₹7,71,799"
1250,2017 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"34,577 km",2nd Owner,Petrol,Bengaluru,"₹8,71,499"
1251,2014 Maruti Swift,Manual,VXI Manual,"17,363 km",1st Owner,Petrol,Bengaluru,"₹6,02,899"
1252,2011 Maruti Alto K10,Manual,VXI Manual,"35,002 km",1st Owner,Diesel,Bengaluru,"₹6,59,399"
1253,2015 Hyundai Grand i10,Manual,ASTA AT 1.2 KAPPA VTVT Manual,"36,778 km",1st Owner,Petrol,Bengaluru,"₹3,24,399"
1254,2016 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"17,439 km",1st Owner,Petrol,Bengaluru,"₹4,59,299"
1255,2014 Maruti Swift,Manual,VXI Manual,"13,447 km",1st Owner,Petrol,Bengaluru,"₹2,81,399"
1256,2016 Renault Kwid,Manual,RXT Opt Manual,"49,116 km",1st Owner,Petrol,Bengaluru,"₹7,25,699"
1257,2014 Maruti Swift Dzire,Automatic,VXI AMT Automatic,"16,261 km",1st Owner,Petrol,Bengaluru,"₹6,35,799"
1258,2012 Maruti Swift,Manual,VXI Manual,"91,062 km",1st Owner,Petrol,Bengaluru,"₹6,38,099"
1259,2014 Maruti Swift,Manual,VXI Manual,"43,434 km",2nd Owner,Petrol,Bengaluru,"₹6,98,099"
1260,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"41,824 km",1st Owner,Petrol,Bengaluru,"₹6,13,099"
1261,2014 Hyundai i20,Manual,ASTA 1.4 CRDI Manual,"63,035 km",1st Owner,Diesel,Bengaluru,"₹6,97,599"
1262,2012 Maruti Swift,Manual,VXI Manual,"73,239 km",1st Owner,Diesel,Bengaluru,"₹4,00,999"
1263,2017 Maruti OMNI E,,8 STR,"52,105 km",1st Owner,Petrol,Bengaluru,"₹14,89,399"
1264,2017 Hyundai Grand i10,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"23,471 km",1st Owner,Petrol,Bengaluru,"₹8,86,899"
1265,2012 Maruti Swift,Manual,VXI Manual,"42,415 km",2nd Owner,Petrol,Bengaluru,"₹8,86,799"
1266,2019 Maruti Celerio,Manual,ZXI OPT Manual,"35,490 km",1st Owner,Petrol,Bengaluru,"₹5,28,599"
1267,2015 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"38,160 km",1st Owner,Petrol,Bengaluru,"₹4,44,899"
1268,2018 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"4,392 km",1st Owner,Petrol,Bengaluru,"₹2,60,699"
1269,2016 Hyundai Grand i10,Automatic,ASTA 1.2 AT VTVT Automatic,"26,259 km",1st Owner,Petrol,Bengaluru,"₹6,66,999"
1270,2017 Renault Kwid,Manual,RXL1.0 EASY-R AT Manual,"24,590 km",2nd Owner,Petrol,Bengaluru,"₹15,60,399"
1271,2016 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"51,290 km",1st Owner,Petrol,Bengaluru,"₹4,11,099"
1272,2016 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"69,882 km",1st Owner,Petrol,Bengaluru,"₹6,90,599"
1273,2009 Maruti Alto,Manual,LXI Manual,"1,02,124 km",2nd Owner,Petrol,Bengaluru,"₹7,58,299"
1274,2016 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"61,166 km",1st Owner,Petrol,Bengaluru,"₹2,98,699"
1275,2018 Maruti Celerio,Manual,ZXI Manual,"1,06,440 km",1st Owner,Petrol,Bengaluru,"₹3,33,099"
1276,2014 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"76,971 km",1st Owner,Petrol,Bengaluru,"₹4,26,999"
1277,2014 Hyundai Grand i10,Automatic,SPORTZ AT 1.2 KAPPA VTVT Automatic,"33,716 km",2nd Owner,Petrol,Bengaluru,"₹3,76,199"
1278,2015 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"37,988 km",2nd Owner,Petrol,Bengaluru,"₹6,94,699"
1279,2017 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"24,892 km",1st Owner,Petrol,Bengaluru,"₹4,66,699"
1280,2017 Hyundai Grand i10,,SPORTZ (O) 1.2 AT VTVT,"51,294 km",2nd Owner,Petrol,Bengaluru,"₹7,11,999"
1281,2013 Maruti Wagon R 1.0,Manual,VXI Manual,"1,29,285 km",1st Owner,Diesel,Bengaluru,"₹8,91,799"
1282,2019 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"75,456 km",1st Owner,Petrol,Bengaluru,"₹3,28,299"
1283,2020 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"20,182 km",1st Owner,Petrol,Bengaluru,"₹18,66,599"
1284,2017 Maruti Celerio,Automatic,VXI AMT Automatic,"46,832 km",1st Owner,Petrol,Bengaluru,"₹18,58,999"
1285,2018 Renault Kwid,Manual,RXL1.0 EASY-R AT Manual,"63,247 km",1st Owner,Petrol,Bengaluru,"₹2,23,599"
1286,2017 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"19,281 km",1st Owner,Petrol,Bengaluru,"₹3,72,999"
1287,2016 Maruti Eeco,Manual,5 STR Manual,"77,705 km",1st Owner,Petrol,Bengaluru,"₹6,64,399"
1288,2015 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"8,303 km",1st Owner,Petrol,Bengaluru,"₹8,27,899"
1289,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"73,927 km",1st Owner,Petrol,Bengaluru,"₹4,29,399"
1290,2018 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"27,000 km",2nd Owner,Petrol,Bengaluru,"₹4,34,899"
1291,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"15,831 km",1st Owner,Petrol,Bengaluru,"₹9,06,299"
1292,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"13,645 km",1st Owner,Petrol,Bengaluru,"₹7,80,699"
1293,2014 Maruti Ritz,Manual,ZDI Manual,"38,264 km",1st Owner,Petrol,Bengaluru,"₹4,55,499"
1294,2017 Maruti Alto 800,Manual,VXI Manual,"30,243 km",2nd Owner,Petrol,Bengaluru,"₹5,27,899"
1295,2015 Maruti Celerio,Manual,VXI Manual,"42,869 km",1st Owner,Petrol,Bengaluru,"₹11,20,399"
1296,2017 Maruti Celerio,Automatic,VXI AMT Automatic,"25,487 km",1st Owner,Petrol,Bengaluru,"₹5,18,299"
1297,2013 Maruti Alto 800,Manual,LXI Manual,"36,002 km",2nd Owner,Petrol,Bengaluru,"₹3,19,399"
1298,2014 Maruti Alto K10,Manual,VXI Manual,"57,741 km",1st Owner,Petrol,Bengaluru,"₹4,68,099"
1299,2013 Hyundai i10,Manual,SPORTZ 1.2 KAPPA2 Manual,"14,578 km",2nd Owner,Petrol,Bengaluru,"₹5,02,799"
1300,2014 Maruti Alto K10,Manual,VXI Manual,"13,260 km",2nd Owner,Petrol,Bengaluru,"₹5,41,799"
1301,2014 Maruti Alto K10,Manual,VXI Manual,"52,475 km",1st Owner,Petrol,Bengaluru,"₹5,47,399"
1302,2013 Maruti Ritz,Manual,VXI BS IV Manual,"14,143 km",1st Owner,Petrol,Bengaluru,"₹4,56,999"
1303,2014 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"6,248 km",1st Owner,Petrol,Bengaluru,"₹5,17,299"
1304,2013 Maruti Ritz,Manual,VXI BS IV Manual,"17,259 km",1st Owner,Petrol,Bengaluru,"₹6,16,099"
1305,2014 Maruti Ritz,Manual,VXI BS IV Manual,"11,083 km",1st Owner,Petrol,Bengaluru,"₹4,54,899"
1306,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"34,430 km",1st Owner,Petrol,Bengaluru,"₹5,24,199"
1307,2013 Maruti Alto 800,Manual,LXI Manual,"22,828 km",1st Owner,Petrol,Bengaluru,"₹4,98,199"
1308,2016 Maruti Alto 800,Manual,LXI Manual,"32,643 km",1st Owner,Petrol,Bengaluru,"₹4,92,599"
1309,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"46,679 km",2nd Owner,Petrol,Bengaluru,"₹7,48,199"
1310,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"14,600 km",1st Owner,Petrol,Bengaluru,"₹4,86,199"
1311,2011 Maruti Ritz,Manual,LXI Manual,"27,459 km",2nd Owner,Petrol,Bengaluru,"₹5,30,099"
1312,2011 Maruti Ritz,Manual,VXI BS IV Manual,"27,858 km",1st Owner,Petrol,Bengaluru,"₹2,44,699"
1313,2017 Maruti Alto 800,Manual,LXI Manual,"66,585 km",2nd Owner,Diesel,Bengaluru,"₹4,29,599"
1314,2016 Maruti Alto K10,Manual,VXI (O) AMT Manual,"37,801 km",3rd Owner,Petrol,Bengaluru,"₹5,04,399"
1315,2015 Maruti Alto K10,,VXI AMT,"63,466 km",2nd Owner,Petrol,Bengaluru,"₹4,82,099"
1316,2017 Maruti IGNIS,Manual,ZETA 1.3 DDIS Manual,"17,159 km",1st Owner,Petrol,Bengaluru,"₹4,18,299"
1317,2014 Maruti Celerio,Automatic,VXI AMT Automatic,"18,957 km",2nd Owner,Petrol,Bengaluru,"₹5,29,399"
1318,2014 Maruti Celerio,Automatic,VXI AMT Automatic,"40,061 km",2nd Owner,Petrol,Bengaluru,"₹5,08,999"
1319,2017 Maruti Swift,Manual,ZXI Manual,"15,680 km",1st Owner,Petrol,Bengaluru,"₹5,51,799"
1320,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"1,16,043 km",1st Owner,Petrol,Bengaluru,"₹4,92,199"
1321,2014 Maruti Alto K10,Manual,VXI Manual,"66,079 km",1st Owner,Petrol,Bengaluru,"₹5,35,099"
1322,2018 Maruti Alto K10,Manual,VXI (O) AMT Manual,"41,507 km",1st Owner,Petrol,Bengaluru,"₹4,86,299"
1323,2009 Maruti Wagon R,Manual,LXI Manual,"28,228 km",1st Owner,Petrol,Bengaluru,"₹3,65,399"
1324,2015 Renault Kwid,Manual,RXL Manual,"37,930 km",1st Owner,Petrol,Bengaluru,"₹5,65,999"
1325,2015 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"1,08,280 km",1st Owner,Petrol,Bengaluru,"₹4,62,499"
1326,2015 Hyundai Elite i20,Manual,ASTA 1.4 CRDI Manual,"27,918 km",1st Owner,Petrol,Bengaluru,"₹5,26,399"
1327,2012 Toyota Innova,Manual,2.5 VX 8 STR BS IV Manual,"22,391 km",2nd Owner,Petrol,Bengaluru,"₹5,74,699"
1328,2010 Maruti Zen Estilo,Manual,LXI Manual,"17,173 km",2nd Owner,Petrol,Bengaluru,"₹5,65,599"
1329,2014 Hyundai Xcent,Manual,S 1.2 Manual,"24,484 km",1st Owner,Petrol,Bengaluru,"₹5,18,099"
1330,2009 Hyundai i20,Manual,MAGNA 1.2 VTVT Manual,"27,523 km",1st Owner,Petrol,Bengaluru,"₹3,91,199"
1331,2012 Maruti Swift,Manual,VXI Manual,"27,691 km",2nd Owner,Petrol,Bengaluru,"₹5,60,099"
1332,2016 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"32,981 km",1st Owner,Petrol,Bengaluru,"₹5,44,699"
1333,2009 Honda Jazz,Manual,1.2 BASE I VTEC Manual,"10,742 km",2nd Owner,Petrol,Bengaluru,"₹2,20,599"
1334,2018 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"28,783 km",2nd Owner,Petrol,Bengaluru,"₹5,35,999"
1335,2013 Volkswagen Polo,Automatic,GT TSI 1.2 PETROL AT Automatic,"12,593 km",2nd Owner,Petrol,Bengaluru,"₹5,16,799"
1336,2014 Maruti Celerio,Automatic,VXI AMT Automatic,"48,110 km",1st Owner,Diesel,Bengaluru,"₹5,13,099"
1337,2016 Mahindra Kuv100,Manual,K8 6 STR Manual,"18,035 km",1st Owner,Petrol,Bengaluru,"₹4,69,799"
1338,2018 Tata NEXON,Manual,XZ+ 1.2 Manual,"15,222 km",2nd Owner,Petrol,Bengaluru,"₹5,60,899"
1339,2017 Ford New Figo,Manual,1.2 TREND Manual,"56,166 km",2nd Owner,Petrol,Bengaluru,"₹5,31,799"
1340,2016 Mahindra Kuv100,Manual,K8 6 STR Manual,"58,245 km",1st Owner,Petrol,Bengaluru,"₹5,75,399"
1341,2017 Maruti Dzire,Automatic,VDI AMT Automatic,"62,336 km",1st Owner,Petrol,Bengaluru,"₹3,72,199"
1342,2020 Hyundai Creta,Manual,SX PETROL MT Manual,"47,120 km",1st Owner,Petrol,Bengaluru,"₹5,58,799"
1343,2016 Maruti Wagon R 1.0,Manual,VXI ABS AIR BAG Manual,"35,356 km",1st Owner,Petrol,Bengaluru,"₹6,09,599"
1344,2015 Mahindra TUV300,Automatic,T8 AT Automatic,"21,367 km",1st Owner,Petrol,Bengaluru,"₹4,90,199"
1345,2019 Maruti New Wagon-R,,VXI (O)1.OL AGS,"22,191 km",1st Owner,Petrol,Bengaluru,"₹4,33,599"
1346,2017 Maruti Swift,Manual,VXI Manual,"22,877 km",2nd Owner,Diesel,Bengaluru,"₹5,64,999"
1347,2017 Datsun Redi Go,Manual,T (O) Manual,"1,30,000 km",2nd Owner,Diesel,Bengaluru,"₹3,76,399"
1348,2013 Maruti Swift,Manual,VXI Manual,"55,639 km",1st Owner,Petrol,Bengaluru,"₹4,74,299"
1349,2016 Maruti Celerio,Manual,ZXI OPT Manual,"19,029 km",1st Owner,Petrol,Bengaluru,"₹3,77,099"
1350,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"42,118 km",2nd Owner,Petrol,Bengaluru,"₹4,28,799"
1351,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"34,594 km",1st Owner,Petrol,Bengaluru,"₹4,21,999"
1352,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"35,596 km",1st Owner,Diesel,Bengaluru,"₹4,27,799"
1353,2016 Maruti Ciaz,Manual,ZXI Manual,"1,06,621 km",2nd Owner,Petrol,Bengaluru,"₹6,01,399"
1354,2019 KIA SELTOS,Automatic,HTX AT PETROL Automatic,"8,700 km",1st Owner,Petrol,Bengaluru,"₹3,22,599"
1355,2019 Mahindra XUV 3OO,,1.2 W8 OPT,"45,757 km",1st Owner,Petrol,Bengaluru,"₹4,62,299"
1356,2017 Honda City,Manual,V MT PETROL Manual,"15,874 km",1st Owner,Petrol,Bengaluru,"₹5,05,899"
1357,2014 Hyundai Xcent,Manual,BASE 1.2 Manual,"22,055 km",1st Owner,Petrol,Bengaluru,"₹2,84,999"
1358,2018 Maruti Swift,Manual,VXI Manual,"33,996 km",1st Owner,Petrol,Bengaluru,"₹3,11,299"
1359,2015 Honda City,Manual,V MT DIESEL Manual,"26,551 km",1st Owner,Petrol,Bengaluru,"₹4,37,399"
1360,2019 KIA SELTOS,Automatic,HTX AT PETROL Automatic,"19,113 km",2nd Owner,Petrol,Bengaluru,"₹3,45,299"
1361,2017 Volkswagen Polo,Automatic,GT TSI 1.2 PETROL AT Automatic,"46,873 km",1st Owner,Diesel,Bengaluru,"₹3,49,699"
1362,2017 Maruti Swift,Manual,LXI OPT Manual,"8,382 km",1st Owner,Petrol,Bengaluru,"₹4,14,799"
1363,2017 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"24,103 km",1st Owner,Petrol,Bengaluru,"₹4,11,399"
1364,2013 Hyundai i20,Manual,MAGNA O 1.2 Manual,"32,440 km",1st Owner,Diesel,Bengaluru,"₹4,21,699"
1365,2015 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"19,182 km",1st Owner,Petrol,Bengaluru,"₹4,74,699"
1366,2014 Toyota Corolla Altis,Manual,D 4D G Manual,"21,660 km",1st Owner,Petrol,Bengaluru,"₹4,45,599"
1367,2013 Volkswagen Polo,Manual,GT TDI 1.6 MT DIESEL Manual,"10,992 km",1st Owner,Petrol,Bengaluru,"₹3,07,299"
1368,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"26,021 km",1st Owner,Petrol,Bengaluru,"₹3,20,999"
1369,2018 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"42,376 km",1st Owner,Petrol,Bengaluru,"₹4,71,699"
1370,2018 Maruti Swift,Manual,ZXI+ BS IV Manual,"29,551 km",1st Owner,Petrol,Bengaluru,"₹4,29,499"
1371,2016 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"74,539 km",1st Owner,Petrol,Bengaluru,"₹3,41,999"
1372,2019 Maruti Swift,Manual,ZXI Manual,"17,120 km",2nd Owner,Petrol,Bengaluru,"₹4,22,899"
1373,2017 Ford Ecosport,Automatic,1.5 TITANIUM TI VCT AT Automatic,"23,743 km",1st Owner,Petrol,Bengaluru,"₹3,51,799"
1374,2016 Maruti Alto K10,Manual,VXI OPT Manual,"11,448 km",1st Owner,Petrol,Bengaluru,"₹4,26,399"
1375,2016 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"31,465 km",1st Owner,Petrol,Bengaluru,"₹3,75,399"
1376,2017 Maruti IGNIS,Manual,ALPHA 1.2 K12 DUAL TONE Manual,"28,736 km",1st Owner,Petrol,Bengaluru,"₹6,16,499"
1377,2017 Honda WR-V,Manual,1.2 i-VTEC VX MT Manual,"44,584 km",2nd Owner,Petrol,Bengaluru,"₹4,25,599"
1378,2016 Toyota Corolla Altis,Automatic,G AT Automatic,"34,282 km",1st Owner,Petrol,Bengaluru,"₹4,10,499"
1379,2017 Renault Kwid,Manual,RXL Manual,"72,949 km",2nd Owner,Diesel,Bengaluru,"₹6,20,999"
1380,2017 Toyota Innova Crysta,Automatic,2.8 ZX AT 7 STR Automatic,"14,566 km",1st Owner,Petrol,Bengaluru,"₹4,45,399"
1381,2017 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"33,492 km",2nd Owner,Petrol,Bengaluru,"₹3,21,799"
1382,2019 Hyundai GRAND I10 NIOS,Automatic,SPORTZ 1.2 AT Automatic,"11,704 km",1st Owner,Petrol,Bengaluru,"₹4,08,099"
1383,2018 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"45,379 km",1st Owner,Petrol,Bengaluru,"₹2,65,499"
1384,2019 Volkswagen Polo,Manual,GT TSI Manual,"25,453 km",1st Owner,Petrol,Bengaluru,"₹2,70,799"
1385,2016 Maruti Alto 800,Manual,VXI Manual,"50,216 km",2nd Owner,Diesel,Bengaluru,"₹3,76,999"
1386,2014 Maruti Alto 800,Manual,LXI Manual,"64,294 km",1st Owner,Diesel,Bengaluru,"₹6,55,799"
1387,2018 Ford Ecosport,,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),"79,849 km",1st Owner,Diesel,Bengaluru,"₹9,76,599"
1388,2016 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"30,016 km",1st Owner,Petrol,Bengaluru,"₹2,41,699"
1389,2018 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"17,010 km",1st Owner,Petrol,Bengaluru,"₹3,90,399"
1390,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"24,910 km",1st Owner,Petrol,Bengaluru,"₹3,32,699"
1391,2014 Skoda Rapid,Manual,AMBITION 1.6 MPI MT PLUS Manual,"45,425 km",1st Owner,Petrol,Bengaluru,"₹4,48,199"
1392,2020 Maruti Baleno,Automatic,ZETA 1.2 K12 AMT Automatic,"52,361 km",1st Owner,Petrol,Bengaluru,"₹20,60,599"
